서울대학교|37.466886|126.947713
경영대|37.465847|126.951114
수의대입구.보건대학원앞|37.465936|126.954662
국제대학원|37.463594|126.954806
관악사삼거리|37.460452|126.956738
공동기기원|37.455065|126.954511
유전공학연구소.반도체공동연구소|37.453736|126.953518
에너지자원연구소|37.45354|126.952107
신소재|37.453609|126.950175
건설환경종합연구소앞|37.447144|37.447144
제2공학관|37.448072|126.951995
서울대정문|37.465677|126.948449
법대사회대입구|37.462709|126.949073
자연대행정관입구|37.460338|126.948938
농생대|37.45714|126.949189
공대입구|37.454933|126.949835
유회진학술정보관제1공학관|37.451294|126.952493
 
